transaction,account,amount,cur
107316,101102,2.53,EUR
107317,101101,9.14,USD
107318,101101,15.09,USD
107319,101101,5.94,USD
107320,101101,10.77,USD
107321,101101,11.08,USD
107322,101101,12.20,USD
107323,101101,3.42,USD
107324,101101,12.98,USD
107325,101101,13.91,USD
107326,101101,4.93,USD
107327,101101,2.79,USD
107328,101101,18.03,USD
107329,101101,7.41,USD
107330,101101,21.64,USD
107331,101102,2.56,EUR
107332,101101,9.66,USD
107333,101101,-1.06,USD
107334,101101,7.69,USD
107335,101101,12.73,USD
107336,101102,5.95,EUR
107337,101101,1.29,USD
107338,101101,3.90,USD
107339,101101,5.64,USD
107340,101101,10.70,USD
107341,101101,5.81,USD
107342,101101,12.84,USD
107343,101101,17.44,USD
107344,101101,3.58,USD
107345,101101,9.94,USD
107346,101102,9.86,EUR
107347,101101,14.01,USD
107348,101102,11.96,EUR
107349,101102,9.75,EUR
107350,101101,12.39,USD
107351,101102,4.57,EUR
107352,101101,14.20,USD
107353,101102,9.00,EUR
107354,101101,10.86,USD
107355,101102,1.76,EUR
107356,101101,11.33,USD
107357,101101,10.50,USD
107358,101102,2.38,EUR
107359,101101,12.33,USD
107360,101101,15.50,USD
107361,101101,7.62,USD
107362,101101,10.10,USD
107363,101102,17.33,EUR
107364,101101,6.07,USD
107365,101101,4.27,USD
107366,101101,3.01,USD
107367,101101,9.04,USD
107368,101101,13.17,USD
107369,101101,14.17,USD
107370,101101,1.47,USD
107371,101101,10.89,USD
107372,101101,7.03,USD
107373,101101,13.47,USD
107374,101101,11.08,USD
107375,101101,4.45,USD
107376,101101,12.16,USD
107377,101101,9.09,USD
107378,101102,9.15,EUR
107379,101101,7.01,USD
107380,101101,12.62,USD
107381,101102,2.97,EUR
107382,101101,16.93,USD
107383,101101,9.31,USD
107384,101101,6.09,USD
107385,101101,1.02,USD
107386,101101,22.13,USD
107387,101101,6.91,USD
107388,101101,10.14,USD
107389,101102,8.85,EUR
107390,101101,6.58,USD
107391,101102,11.39,EUR
107392,101101,11.59,USD
107393,101102,-1.08,EUR
107394,101102,2.52,EUR
107395,101101,4.30,USD
107396,101101,13.90,USD
107397,101101,11.88,USD
107398,101102,8.23,EUR
107399,101102,8.92,EUR
107400,101101,8.16,USD
107401,101101,4.00,USD
107402,101101,8.98,USD
107403,101101,10.72,USD
107404,101101,10.46,USD
107405,101102,19.90,EUR
107406,101101,14.28,USD
107407,101102,14.52,EUR
107408,101101,1.14,USD
107409,101101,12.98,USD
107410,101101,4.15,USD
107411,101101,10.99,USD
107412,101101,3.68,USD
107413,101101,-1.20,USD
107414,101101,6.33,USD
107415,101101,12.52,USD
107416,101101,11.57,USD
107417,101101,-2.30,USD
107418,101101,6.79,USD
107419,101101,9.16,USD
107420,101102,9.82,EUR
107421,101101,13.42,USD
107422,101101,19.01,USD
107423,101101,13.00,USD
107424,101102,7.21,EUR
107425,101101,7.16,USD
107426,101101,6.31,USD
107427,101101,9.63,USD
107428,101102,5.67,EUR
107429,101101,17.02,USD
107430,101101,10.56,USD
107431,101102,9.94,EUR
107432,101102,13.22,EUR
107433,101102,15.66,EUR
107434,101101,26.34,USD
107435,101101,6.39,USD
107436,101101,4.40,USD
107437,101101,9.06,USD
107438,101102,6.27,EUR
107439,101102,10.46,EUR
107440,101102,6.54,EUR
107441,101102,9.45,EUR
107442,101101,11.73,USD
107443,101102,12.20,EUR
107444,101101,7.75,USD
107445,101102,5.39,EUR
107446,101101,18.11,USD
107447,101102,12.82,EUR
107448,101102,15.65,EUR
107449,101102,6.96,EUR
107450,101101,7.45,USD
107451,101101,2.21,USD
107452,101101,6.94,USD
107453,101101,12.40,USD
107454,101101,15.34,USD
107455,101101,14.26,USD
107456,101101,15.39,USD
107457,101101,19.54,USD
107458,101101,9.50,USD
107459,101101,8.36,USD
107460,101102,6.44,EUR
107461,101101,9.08,USD
107462,101101,10.75,USD
107463,101101,20.80,USD
107464,101101,8.14,USD
107465,101101,16.69,USD
107466,101101,6.86,USD
107467,101102,16.24,EUR
107468,101102,9.06,EUR
107469,101102,9.57,EUR
107470,101101,15.00,USD
107471,101101,15.97,USD
107472,101101,18.26,USD
107473,101101,12.54,USD
107474,101101,8.16,USD
107475,101101,12.31,USD
107476,101101,20.58,USD
107477,101101,13.17,USD
107478,101101,6.90,USD
107479,101101,12.79,USD
107480,101102,15.42,EUR
107481,101101,7.33,USD
107482,101101,13.67,USD
107483,101101,3.69,USD
107484,101102,11.27,EUR
107485,101101,10.81,USD
107486,101101,18.17,USD
107487,101101,8.83,USD
107488,101101,12.59,USD
107489,101101,10.39,USD
107490,101101,6.99,USD
107491,101101,15.63,USD
107492,101101,0.12,USD
107493,101101,7.86,USD
107494,101101,5.79,USD
107495,101102,7.73,EUR
107496,101101,14.62,USD
107497,101101,3.41,USD
107498,101101,4.99,USD
107499,101101,-0.14,USD
107500,101101,7.49,USD
107501,101101,5.18,USD
107502,101101,12.07,USD
107503,101101,12.32,USD
107504,101101,11.49,USD
107505,101101,4.85,USD
107506,101101,8.96,USD
107507,101102,15.34,EUR
107508,101101,0.57,USD
107509,101101,12.48,USD
107510,101101,3.76,USD
107511,101102,5.84,EUR
107512,101101,15.93,USD
107513,101101,6.08,USD
107514,101101,5.08,USD
107515,101101,18.77,USD
107516,101101,8.61,USD
107517,101101,2.62,USD
107518,101101,0.32,USD
107519,101102,18.91,EUR
107520,101101,10.53,USD
107521,101101,8.65,USD
107522,101102,6.17,EUR
107523,101102,10.26,EUR
107524,101101,7.92,USD
107525,101102,10.00,EUR
107526,101102,13.58,EUR
107527,101101,9.57,USD
107528,101101,2.73,USD
107529,101101,9.38,USD
107530,101101,15.91,USD
107531,101101,13.05,USD
107532,101101,13.46,USD
107533,101101,17.01,USD
107534,101102,15.47,EUR
107535,101101,3.80,USD
107536,101101,6.18,USD
107537,101101,8.68,USD
107538,101101,18.59,USD
107539,101101,5.24,USD
107540,101102,10.66,EUR
107541,101101,10.27,USD
107542,101101,5.92,USD
107543,101101,11.63,USD
107544,101101,9.53,USD
107545,101101,7.50,USD
107546,101101,0.58,USD
107547,101101,5.68,USD
107548,101101,7.80,USD
107549,101101,7.82,USD
107550,101101,13.20,USD
107551,101101,15.55,USD
107552,101101,15.42,USD
107553,101101,15.35,USD
107554,101101,12.75,USD
107555,101101,6.28,USD
107556,101101,8.18,USD
107557,101101,11.09,USD
107558,101102,12.44,EUR
107559,101102,10.49,EUR
107560,101101,1.95,USD
107561,101101,1.42,USD
107562,101101,0.62,USD
107563,101101,12.31,USD
107564,101101,5.63,USD
107565,101101,6.94,USD
107566,101101,10.17,USD
107567,101101,8.02,USD
107568,101101,12.72,USD
107569,101101,14.06,USD
107570,101101,3.75,USD
107571,101101,10.99,USD
107572,101101,2.21,USD
107573,101101,12.00,USD
107574,101101,13.27,USD
107575,101101,11.65,USD
107576,101101,10.48,USD
107577,101101,8.71,USD
107578,101102,8.40,EUR
107579,101101,1.89,USD
107580,101101,4.72,USD
107581,101102,12.40,EUR
107582,101101,16.21,USD
107583,101101,5.29,USD
107584,101102,14.10,EUR
107585,101101,14.80,USD
107586,101101,16.88,USD
107587,101101,8.71,USD
107588,101101,15.04,USD
107589,101101,15.55,USD
107590,101101,15.63,USD
107591,101101,11.85,USD
107592,101101,11.53,USD
107593,101101,5.36,USD
107594,101102,12.83,EUR
107595,101101,11.21,USD
107596,101101,12.99,USD
107597,101101,0.70,USD
107598,101102,2.51,EUR
107599,101101,5.07,USD
107600,101101,7.10,USD
107601,101101,11.10,USD
107602,101101,12.19,USD
107603,101101,9.04,USD
107604,101101,16.71,USD
107605,101101,6.92,USD
107606,101101,10.77,USD
107607,101101,12.69,USD
107608,101101,15.91,USD
107609,101101,10.28,USD
107610,101101,19.51,USD
107611,101101,12.69,USD
107612,101101,13.89,USD
107613,101102,6.73,EUR
107614,101102,11.45,EUR
107615,101101,2.49,USD
107616,101101,13.86,USD
107617,101101,8.45,USD
107618,101101,12.54,USD
107619,101101,5.83,USD
107620,101101,15.25,USD
107621,101101,14.32,USD
107622,101101,15.53,USD
107623,101101,9.95,USD
107624,101101,10.58,USD
107625,101101,5.01,USD
107626,101101,13.24,USD
107627,101101,14.03,USD
107628,101101,4.08,USD
107629,101101,5.57,USD
107630,101101,9.79,USD
107631,101101,16.02,USD
107632,101101,13.62,USD
107633,101101,10.02,USD
107634,101101,11.75,USD
107635,101101,7.38,USD
107636,101101,12.44,USD
107637,101101,14.99,USD
107638,101101,5.27,USD
107639,101101,3.66,USD
107640,101101,3.81,USD
107641,101101,6.78,USD
107642,101101,8.94,USD
107643,101101,20.19,USD
107644,101101,1.73,USD
107645,101101,13.30,USD
107646,101101,4.46,USD
107647,101102,16.10,EUR
107648,101101,8.41,USD
107649,101102,18.46,EUR
107650,101101,14.08,USD
107651,101101,19.16,USD
107652,101101,11.82,USD
107653,101101,9.06,USD
107654,101101,11.56,USD
107655,101101,15.69,USD
107656,101101,8.78,USD
107657,101101,23.69,USD
107658,101102,10.68,EUR
107659,101101,4.14,USD
107660,101101,16.46,USD
107661,101101,12.70,USD
107662,101101,5.96,USD
107663,101101,12.18,USD
107664,101101,6.43,USD
107665,101102,8.90,EUR
107666,101101,14.34,USD
107667,101102,4.26,EUR
107668,101101,12.62,USD
107669,101102,16.03,EUR
107670,101101,8.37,USD
107671,101101,13.85,USD
107672,101101,5.69,USD
107673,101101,6.73,USD
107674,101101,4.47,USD
107675,101101,7.73,USD
107676,101102,7.28,EUR
107677,101101,12.16,USD
107678,101101,14.95,USD
107679,101101,7.29,USD
107680,101101,8.74,USD
107681,101102,2.58,EUR
107682,101101,8.34,USD
107683,101101,8.65,USD
107684,101102,10.61,EUR
107685,101102,9.55,EUR
107686,101101,19.59,USD
107687,101101,3.92,USD
107688,101101,6.12,USD
107689,101101,12.33,USD
107690,101101,4.33,USD
107691,101102,3.46,EUR
107692,101101,4.88,USD
107693,101101,11.68,USD
107694,101101,5.48,USD
107695,101101,1.90,USD
107696,101102,11.27,EUR
107697,101101,12.73,USD
107698,101101,5.48,USD
107699,101101,-4.22,USD
107700,101101,8.43,USD
107701,101101,14.17,USD
107702,101101,2.95,USD
107703,101101,11.43,USD
107704,101102,8.01,EUR
107705,101101,8.69,USD
107706,101101,19.08,USD
107707,101102,7.80,EUR
107708,101102,14.14,EUR
107709,101101,11.16,USD
107710,101102,12.20,EUR
107711,101102,1.72,EUR
107712,101102,13.55,EUR
107713,101101,8.39,USD
107714,101102,18.77,EUR
107715,101101,13.10,USD
107716,101101,6.67,USD
107717,101102,10.22,EUR
107718,101101,9.14,USD
107719,101101,19.84,USD
107720,101101,5.92,USD
107721,101101,14.55,USD
107722,101101,7.95,USD
107723,101102,3.74,EUR
107724,101102,7.37,EUR
107725,101101,11.61,USD
107726,101101,15.52,USD
107727,101101,14.51,USD
107728,101101,9.24,USD
107729,101101,8.85,USD
107730,101101,8.17,USD
107731,101101,9.61,USD
107732,101101,19.73,USD
107733,101102,13.12,EUR
107734,101101,9.03,USD
107735,101101,8.77,USD
107736,101101,16.84,USD
107737,101101,7.70,USD
107738,101102,4.81,EUR
107739,101101,5.85,USD
107740,101101,7.32,USD
107741,101101,3.29,USD
107742,101102,13.22,EUR
107743,101101,10.55,USD
107744,101101,11.38,USD
107745,101101,12.41,USD
107746,101102,2.67,EUR
107747,101102,16.49,EUR
107748,101101,11.30,USD
107749,101101,8.20,USD
107750,101101,9.91,USD
107751,101101,9.16,USD
107752,101102,7.86,EUR
107753,101101,15.81,USD
107754,101101,5.99,USD
107755,101101,-0.70,USD
107756,101102,8.19,EUR
107757,101101,16.69,USD
107758,101101,12.64,USD
107759,101101,16.91,USD
107760,101101,17.26,USD
107761,101101,8.78,USD
107762,101101,17.34,USD
107763,101101,6.45,USD
107764,101102,9.48,EUR
107765,101101,12.58,USD
107766,101101,14.91,USD
107767,101102,11.86,EUR
107768,101101,14.71,USD
107769,101101,13.73,USD
107770,101101,3.94,USD
107771,101101,19.62,USD
107772,101101,12.25,USD
107773,101101,9.79,USD
107774,101101,9.71,USD
107775,101101,16.30,USD
107776,101101,8.52,USD
107777,101101,8.69,USD
107778,101101,13.72,USD
107779,101102,5.52,EUR
107780,101102,11.41,EUR
107781,101101,17.33,USD
107782,101101,7.94,USD
107783,101101,9.44,USD
107784,101101,10.87,USD
107785,101101,12.42,USD
107786,101101,18.58,USD
107787,101101,5.56,USD
107788,101101,18.67,USD
107789,101102,4.17,EUR
107790,101101,8.73,USD
107791,101101,6.44,USD
107792,101102,18.73,EUR
107793,101101,14.83,USD
107794,101101,8.98,USD
107795,101101,11.02,USD
107796,101101,12.72,USD
107797,101101,13.51,USD
107798,101101,12.45,USD
107799,101101,11.37,USD
107800,101101,4.94,USD
107801,101102,5.57,EUR
107802,101101,10.48,USD
107803,101101,5.14,USD
107804,101102,7.08,EUR
107805,101101,-2.20,USD
107806,101101,17.32,USD
107807,101101,10.47,USD
107808,101101,10.05,USD
107809,101101,9.69,USD
107810,101102,12.67,EUR
107811,101101,15.18,USD
107812,101101,2.16,USD
107813,101102,15.80,EUR
107814,101101,13.54,USD
107815,101101,13.30,USD
107816,101101,1.19,USD
107817,101101,3.97,USD
107818,101101,3.41,USD
107819,101101,15.47,USD
107820,101102,7.42,EUR
107821,101101,15.08,USD
107822,101101,4.28,USD
107823,101101,9.80,USD
107824,101101,11.81,USD
107825,101101,17.98,USD
107826,101101,11.58,USD
107827,101101,9.48,USD
107828,101101,8.00,USD
107829,101101,8.87,USD
107830,101101,15.72,USD
107831,101101,5.18,USD
107832,101101,9.07,USD
107833,101102,3.54,EUR
107834,101101,4.33,USD
107835,101101,14.29,USD
107836,101102,14.55,EUR
107837,101101,9.50,USD
107838,101102,8.12,EUR
107839,101101,1.39,USD
107840,101101,11.53,USD
107841,101101,13.72,USD
107842,101101,5.99,USD
107843,101101,15.05,USD
107844,101102,9.75,EUR
107845,101101,3.35,USD
107846,101102,2.22,EUR
107847,101101,-0.19,USD
107848,101101,8.25,USD
107849,101101,11.52,USD
107850,101101,4.27,USD
107851,101101,9.33,USD
107852,101101,12.97,USD
107853,101101,9.90,USD
107854,101101,10.15,USD
107855,101102,7.19,EUR
107856,101101,14.68,USD
107857,101101,5.76,USD
107858,101101,6.94,USD
107859,101101,4.74,USD
107860,101101,6.15,USD
107861,101101,6.98,USD
107862,101101,14.24,USD
107863,101102,6.51,EUR
107864,101101,15.09,USD
107865,101101,6.59,USD
107866,101102,11.73,EUR
107867,101101,7.84,USD
107868,101102,11.32,EUR
107869,101101,2.75,USD
107870,101101,13.99,USD
107871,101102,14.82,EUR
107872,101102,10.59,EUR
107873,101101,11.51,USD
107874,101101,12.03,USD
107875,101102,7.09,EUR
107876,101102,11.25,EUR
107877,101102,6.07,EUR
107878,101101,7.30,USD
107879,101101,9.72,USD
107880,101101,17.04,USD
107881,101101,8.83,USD
107882,101101,3.20,USD
107883,101101,10.75,USD
107884,101101,6.73,USD
107885,101101,8.22,USD
107886,101102,13.05,EUR
107887,101101,12.92,USD
107888,101101,7.98,USD
107889,101101,7.99,USD
107890,101101,15.43,USD
107891,101101,4.59,USD
107892,101102,15.21,EUR
107893,101101,2.04,USD
107894,101101,5.99,USD
107895,101101,13.40,USD
107896,101101,15.68,USD
107897,101101,17.13,USD
107898,101101,15.66,USD
107899,101101,12.96,USD
107900,101101,8.02,USD
107901,101101,13.24,USD
107902,101101,16.85,USD
107903,101101,10.20,USD
107904,101101,4.43,USD
107905,101101,12.50,USD
107906,101101,6.13,USD
107907,101101,10.26,USD
107908,101101,3.55,USD
107909,101101,10.47,USD
107910,101101,11.18,USD
107911,101101,13.15,USD
107912,101101,9.38,USD
107913,101101,7.93,USD
107914,101101,7.93,USD
107915,101101,14.65,USD
107916,101101,15.23,USD
107917,101101,11.87,USD
107918,101101,15.03,USD
107919,101101,4.35,USD
107920,101101,6.20,USD
107921,101101,15.39,USD
107922,101102,8.19,EUR
107923,101101,11.63,USD
107924,101101,16.33,USD
107925,101101,8.32,USD
107926,101101,7.52,USD
107927,101101,14.49,USD
107928,101101,11.69,USD
107929,101101,8.62,USD
107930,101102,9.72,EUR
107931,101101,8.56,USD
107932,101101,5.84,USD
107933,101101,8.02,USD
107934,101101,11.78,USD
107935,101102,4.54,EUR
107936,101101,2.31,USD
107937,101101,6.79,USD
107938,101101,17.17,USD
107939,101101,13.66,USD
107940,101102,10.43,EUR
107941,101101,5.15,USD
107942,101101,9.45,USD
107943,101101,12.45,USD
107944,101101,15.15,USD
107945,101101,9.31,USD
107946,101101,21.50,USD
107947,101102,9.99,EUR
107948,101101,12.54,USD
107949,101101,1.06,USD
107950,101102,9.05,EUR
107951,101101,11.42,USD
107952,101101,11.37,USD
107953,101101,14.57,USD
107954,101101,3.58,USD
107955,101101,10.99,USD
107956,101101,23.71,USD
107957,101101,5.87,USD
107958,101101,7.69,USD
107959,101101,15.04,USD
107960,101102,7.03,EUR
107961,101102,8.39,EUR
107962,101101,9.90,USD
107963,101101,9.55,USD
107964,101101,14.58,USD
107965,101102,4.81,EUR
107966,101101,11.11,USD
107967,101101,17.47,USD
107968,101101,2.63,USD
107969,101101,6.66,USD
107970,101101,10.97,USD
107971,101101,18.80,USD
107972,101101,10.43,USD
107973,101101,12.08,USD
107974,101102,9.15,EUR
107975,101101,8.27,USD
107976,101101,12.86,USD
107977,101101,10.21,USD
107978,101102,12.98,EUR
107979,101101,1.84,USD
107980,101102,10.18,EUR
107981,101101,5.23,USD
107982,101102,12.07,EUR
107983,101102,4.08,EUR
107984,101102,22.61,EUR
107985,101102,6.78,EUR
107986,101101,6.14,USD
107987,101101,11.76,USD
107988,101101,9.14,USD
107989,101101,9.54,USD
107990,101101,9.94,USD
107991,101101,10.68,USD
107992,101101,3.63,USD
107993,101102,2.59,EUR
107994,101101,-5.67,USD
107995,101101,10.97,USD
107996,101101,1.79,USD
107997,101101,8.35,USD
107998,101101,7.30,USD
107999,101102,7.84,EUR
108000,101102,10.35,EUR
108001,101101,3.47,USD
108002,101102,3.98,EUR
108003,101102,9.28,EUR
108004,101101,5.93,USD
108005,101101,7.67,USD
108006,101101,7.26,USD
108007,101101,13.81,USD
108008,101101,-1.86,USD
108009,101101,11.01,USD
108010,101101,4.02,USD
108011,101102,5.46,EUR
108012,101101,-2.72,USD
108013,101101,12.14,USD
108014,101101,10.79,USD
108015,101101,14.18,USD
108016,101101,12.18,USD
108017,101101,6.84,USD
108018,101101,7.02,USD
108019,101102,22.32,EUR
108020,101101,10.91,USD
108021,101101,13.87,USD
108022,101101,13.35,USD
108023,101101,7.05,USD
108024,101101,15.82,USD
108025,101101,15.23,USD
108026,101101,15.02,USD
108027,101101,13.28,USD
108028,101101,6.68,USD
108029,101101,11.99,USD
108030,101101,10.36,USD
108031,101102,10.88,EUR
108032,101101,7.47,USD
108033,101101,11.64,USD
108034,101101,3.19,USD
108035,101101,4.58,USD
108036,101101,1.64,USD
108037,101101,22.31,USD
108038,101101,11.55,USD
108039,101102,9.94,EUR
108040,101101,6.91,USD
108041,101101,7.91,USD
108042,101101,8.38,USD
108043,101101,12.13,USD
108044,101101,14.24,USD
108045,101101,9.16,USD
108046,101101,7.85,USD
108047,101102,7.72,EUR
108048,101101,5.33,USD
108049,101102,21.31,EUR
108050,101101,8.24,USD
108051,101102,-0.97,EUR
108052,101101,8.48,USD
108053,101101,9.07,USD
108054,101102,7.55,EUR
108055,101101,21.89,USD
108056,101101,16.48,USD
108057,101101,7.07,USD
108058,101101,2.39,USD
108059,101101,14.72,USD
108060,101101,7.28,USD
108061,101101,15.91,USD
108062,101101,9.74,USD
108063,101101,-0.77,USD
108064,101102,7.02,EUR
108065,101101,10.87,USD
108066,101101,5.98,USD
108067,101102,8.64,EUR
108068,101102,8.73,EUR
108069,101101,2.50,USD
108070,101101,9.39,USD
108071,101102,17.90,EUR
108072,101101,6.55,USD
108073,101101,9.03,USD
108074,101101,21.27,USD
108075,101101,9.12,USD
108076,101101,4.67,USD
108077,101101,2.95,USD
108078,101101,9.28,USD
108079,101101,13.26,USD
108080,101101,14.93,USD
108081,101101,7.79,USD
108082,101101,3.88,USD
108083,101101,6.15,USD
108084,101101,17.60,USD
108085,101102,11.52,EUR
108086,101102,2.56,EUR
108087,101101,16.77,USD
108088,101101,9.92,USD
108089,101102,15.53,EUR
108090,101101,9.19,USD
108091,101101,11.80,USD
108092,101102,14.32,EUR
108093,101101,10.40,USD
108094,101101,13.26,USD
108095,101102,13.16,EUR
108096,101101,10.86,USD
108097,101102,5.33,EUR
108098,101101,15.32,USD
108099,101102,21.81,EUR
108100,101101,8.62,USD
108101,101101,13.24,USD
108102,101101,18.38,USD
108103,101101,8.77,USD
108104,101102,6.80,EUR
108105,101102,2.83,EUR
108106,101101,9.80,USD
108107,101101,15.73,USD
108108,101101,1.15,USD
108109,101101,9.13,USD
108110,101101,12.25,USD
108111,101101,11.87,USD
108112,101101,11.52,USD
108113,101101,-1.45,USD
108114,101101,12.91,USD
108115,101102,4.89,EUR
108116,101101,17.40,USD
108117,101101,7.95,USD
108118,101101,7.54,USD
108119,101102,8.16,EUR
108120,101101,9.22,USD
108121,101101,12.17,USD
108122,101101,15.25,USD
108123,101101,12.35,USD
108124,101101,13.39,USD
108125,101102,16.71,EUR
108126,101101,2.65,USD
108127,101101,10.48,USD
108128,101102,9.85,EUR
108129,101101,9.18,USD
108130,101102,8.21,EUR
108131,101101,10.97,USD
108132,101101,10.84,USD
108133,101102,6.23,EUR
108134,101101,11.13,USD
108135,101102,9.66,EUR
108136,101101,22.86,USD
108137,101101,13.22,USD
108138,101102,6.36,EUR
108139,101101,10.56,USD
108140,101101,4.37,USD
108141,101101,4.57,USD
108142,101102,2.19,EUR
108143,101101,15.95,USD
108144,101101,12.04,USD
108145,101102,9.23,EUR
108146,101101,20.05,USD
108147,101101,16.48,USD
108148,101102,8.40,EUR
108149,101101,10.34,USD
108150,101101,10.77,USD
108151,101101,5.96,USD
108152,101101,14.88,USD
108153,101101,12.54,USD
108154,101101,14.01,USD
108155,101101,16.50,USD
108156,101101,5.67,USD
108157,101101,7.01,USD
108158,101101,14.60,USD
108159,101101,20.79,USD
108160,101101,6.95,USD
108161,101101,0.53,USD
108162,101101,16.28,USD
108163,101102,21.26,EUR
108164,101102,13.23,EUR
108165,101101,17.98,USD
108166,101102,7.17,EUR
108167,101101,-2.08,USD
108168,101101,11.69,USD
108169,101101,11.02,USD
108170,101102,11.75,EUR
108171,101101,15.53,USD
108172,101101,12.04,USD
108173,101101,-0.26,USD
108174,101101,7.46,USD
108175,101101,17.38,USD
108176,101102,13.00,EUR
108177,101101,9.06,USD
108178,101101,20.11,USD
108179,101101,-0.94,USD
108180,101101,3.69,USD
108181,101101,9.23,USD
108182,101102,10.04,EUR
108183,101101,16.87,USD
108184,101101,20.31,USD
108185,101101,12.44,USD
108186,101101,14.97,USD
108187,101101,10.75,USD
108188,101101,10.72,USD
108189,101101,7.23,USD
108190,101101,5.63,USD
108191,101101,2.52,USD
108192,101101,10.74,USD
108193,101101,9.41,USD
108194,101101,10.03,USD
108195,101102,12.44,EUR
108196,101101,9.84,USD
108197,101102,0.55,EUR
108198,101101,13.87,USD
108199,101101,8.64,USD
108200,101101,12.30,USD
108201,101102,3.98,EUR
108202,101101,22.59,USD
108203,101101,20.84,USD
108204,101101,14.79,USD
108205,101102,7.31,EUR
108206,101101,11.48,USD
108207,101101,13.45,USD
108208,101101,9.59,USD
108209,101102,13.50,EUR
108210,101102,15.72,EUR
108211,101101,3.42,USD
108212,101102,10.88,EUR
108213,101101,7.90,USD
108214,101101,0.86,USD
108215,101101,8.55,USD
108216,101101,12.77,USD
108217,101101,15.49,USD
108218,101101,7.19,USD
108219,101101,15.15,USD
108220,101101,11.65,USD
108221,101102,0.94,EUR
108222,101102,13.40,EUR
108223,101101,9.04,USD
108224,101101,10.21,USD
108225,101101,11.79,USD
108226,101101,-1.28,USD
108227,101102,8.24,EUR
108228,101101,15.55,USD
108229,101102,1.78,EUR
108230,101101,9.94,USD
108231,101101,8.96,USD
108232,101101,13.17,USD
108233,101101,15.25,USD
108234,101102,7.15,EUR
108235,101101,10.36,USD
108236,101101,10.32,USD
108237,101101,11.84,USD
108238,101101,1.19,USD
108239,101101,10.22,USD
108240,101101,16.78,USD
108241,101101,7.93,USD
108242,101101,16.06,USD
108243,101101,7.61,USD
108244,101102,5.31,EUR
108245,101101,17.43,USD
108246,101101,14.38,USD
108247,101101,8.83,USD
108248,101101,8.59,USD
108249,101101,6.16,USD
108250,101101,20.93,USD
108251,101101,1.28,USD
108252,101101,13.15,USD
108253,101102,6.04,EUR
108254,101101,12.22,USD
108255,101101,9.69,USD
108256,101101,14.13,USD
108257,101102,17.99,EUR
108258,101101,7.29,USD
108259,101101,5.37,USD
108260,101101,17.24,USD
108261,101102,9.41,EUR
108262,101101,5.61,USD
108263,101101,10.50,USD
108264,101102,5.61,EUR
108265,101102,10.74,EUR
108266,101101,8.00,USD
108267,101102,6.59,EUR
108268,101102,9.34,EUR
108269,101102,5.51,EUR
108270,101101,4.51,USD
108271,101101,12.31,USD
108272,101101,1.53,USD
108273,101101,11.81,USD
108274,101102,12.59,EUR
108275,101101,6.11,USD
108276,101102,8.17,EUR
108277,101102,17.04,EUR
108278,101102,8.09,EUR
108279,101101,10.78,USD
108280,101101,8.74,USD
108281,101101,9.67,USD
108282,101101,14.02,USD
108283,101102,13.85,EUR
108284,101102,11.77,EUR
108285,101101,10.85,USD
108286,101102,13.58,EUR
108287,101101,8.24,USD
108288,101101,10.49,USD
108289,101101,12.42,USD
108290,101102,4.63,EUR
108291,101101,11.11,USD
108292,101101,-6.96,USD
108293,101101,12.01,USD
108294,101101,7.51,USD
108295,101101,9.64,USD
108296,101101,11.38,USD
108297,101101,4.29,USD
108298,101101,8.67,USD
108299,101101,13.64,USD
108300,101102,6.66,EUR
108301,101101,6.72,USD
108302,101101,14.59,USD
108303,101101,15.25,USD
108304,101101,16.74,USD
108305,101101,6.81,USD
108306,101101,16.33,USD
108307,101101,4.93,USD
108308,101101,7.37,USD
108309,101101,9.24,USD
108310,101101,10.09,USD
108311,101102,6.83,EUR
108312,101101,14.01,USD
108313,101101,12.88,USD
108314,101101,14.00,USD
108315,101101,9.83,USD
108316,101101,12.69,USD
108317,101102,12.78,EUR
108318,101102,6.85,EUR
108319,101101,8.45,USD
108320,101101,-1.21,USD
108321,101102,5.82,EUR
108322,101101,10.38,USD
108323,101101,7.09,USD
108324,101102,13.15,EUR
108325,101101,9.17,USD
108326,101101,8.96,USD
108327,101101,17.22,USD
108328,101101,18.66,USD
108329,101101,1.94,USD
108330,101101,11.40,USD
108331,101101,18.34,USD
108332,101101,13.93,USD
108333,101101,6.93,USD
108334,101102,-3.95,EUR
108335,101102,15.24,EUR
108336,101101,15.32,USD
108337,101101,6.15,USD
108338,101101,15.53,USD
108339,101102,8.53,EUR
108340,101102,7.31,EUR
108341,101101,-1.84,USD
108342,101101,0.31,USD
108343,101101,14.63,USD
108344,101101,5.86,USD
108345,101101,19.52,USD
108346,101102,11.80,EUR
108347,101101,13.77,USD
108348,101101,6.18,USD
108349,101101,9.65,USD
108350,101101,15.65,USD
108351,101101,4.18,USD
108352,101101,3.81,USD
108353,101101,17.88,USD
108354,101101,10.33,USD
108355,101102,17.30,EUR
108356,101101,3.31,USD
108357,101101,6.60,USD
108358,101101,8.46,USD
108359,101101,8.05,USD
108360,101102,9.91,EUR
108361,101101,14.40,USD
108362,101102,17.96,EUR
108363,101101,11.45,USD
108364,101101,8.89,USD
108365,101101,1.41,USD
108366,101101,16.22,USD
108367,101101,0.93,USD
108368,101101,9.08,USD
108369,101102,6.60,EUR
108370,101101,9.88,USD
108371,101101,4.01,USD
108372,101102,13.13,EUR
